# Dump of events from 2D plot 
# "X [mm]" "Z [mm]" "weight" 
# center:  0.00000       0.00000    
# range:   5.0000        5.0000    
# columns: x, y, z, ki_x, ki_y, ki_z, , kf_x, kf_y, kf_z, p, d\dhkl\u [A]
           1  0.22358      0.88011      0.22242      0.56713E-02 -0.45457E-01   3.4431       3.2673     -0.77297     -0.76432      0.11508E-10   1.16549    
           2 -0.45432     -0.88011     -0.63132     -0.94363E-02  0.70098E-02   4.0885       4.0338      0.35163      0.56672      0.18083E-10   1.16930    
           3  0.32810     -0.58945E-01 -0.99481E-01  0.29877E-02 -0.21163E-01   3.6324       3.5660      0.60171     -0.34089      0.25714E-10   1.16914    
           4 -0.27900      -1.2530      0.92714E-01  0.72768E-02  0.25181E-01   3.9480       3.9377      0.39264E-01  0.28450      0.16307E-10   1.16759    
           5 -0.12482      0.34991      0.30227     -0.74480E-02  0.15102E-01   3.6138       3.5864      0.23968     -0.37406      0.17133E-10   1.17068    
           6  0.61850E-01  -1.4029      0.12431     -0.14574E-02 -0.39585E-01   3.7794       3.7281     -0.62002     -0.44616E-01  0.17088E-10   1.16683    
           7 -0.87613E-01   1.3985     -0.86601E-01  0.72112E-02 -0.21478E-01   3.5049       3.4496      0.42248E-02 -0.62050      0.16710E-10   1.16655    
           8 -0.14845     -0.11997     -0.32746      0.28053E-02  0.40272E-01   3.6098       3.5883      0.57921E-01 -0.39188      0.13425E-10   1.16749    
           9  0.76046E-01  0.83692     -0.48282     -0.48891E-02 -0.21875E-01   3.8220       3.7887      0.50104      0.53144E-01  0.13285E-10   1.17058    
          10  0.31104       1.4740     -0.50287      0.17533E-03  0.83927E-03   3.5211       3.4674     -0.20293     -0.57847      0.14429E-10   1.16760    
          11  0.44809     -0.23313      0.35385     -0.64306E-02 -0.44505E-01   4.0181       3.9890     -0.22394      0.43008      0.19030E-10   1.16822    
          12  0.75540E-01   1.1653     -0.28154     -0.47010E-02  0.46977E-02   3.8968       3.8736     -0.37554      0.19761      0.20780E-10   1.16987    
          13  0.45702     -0.93500E-01 -0.87832E-01 -0.76829E-03 -0.29854E-01   4.2121       4.0623      0.78332      0.79161      0.17307E-10   1.16996    
          14 -0.46012      0.99130      0.25942     -0.23097E-02 -0.24845E-01   3.7520       3.7419      0.26027     -0.91057E-01  0.16574E-10   1.16930    
          15  0.48662      -1.3568     -0.28613      0.10392E-01 -0.54187E-02   3.5775       3.5229      0.41185     -0.46701      0.52953E-11   1.16784    
          16 -0.11085     -0.93634      0.43947     -0.12915E-02  0.56223E-01   4.0439       3.9625     -0.64759      0.48549      0.14146E-10   1.17032    
          17  0.38214      0.12231      0.51770E-02 -0.56758E-02  0.50240E-01   3.4973       3.4294      0.28067     -0.62781      0.44460E-11   1.16879    
          18 -0.12953      -1.1862     -0.25761     -0.45689E-02  0.42579E-01   3.9066       3.8456      0.65651      0.20943      0.12576E-10   1.16880    
          19  0.25538E-01  0.78403      0.16035      0.67562E-02 -0.48031E-01   4.1813       4.0801     -0.56990      0.71654      0.21913E-10   1.16678    
          20  0.13583E-01 -0.63238      0.91010E-01  0.58018E-02  0.34074E-01   3.5190       3.4629      0.20972     -0.59038      0.84826E-11   1.16788    
          21 -0.46615      -1.1553     -0.95018E-01  0.56875E-02  0.18483E-01   3.5952       3.5537      0.33909     -0.42707      0.35272E-10   1.16752    
          22 -0.45774       1.4835      0.39606     -0.20508E-02 -0.12833E-01   3.4555       3.3216      0.62617     -0.71759      0.20267E-10   1.16898    
          23  0.36009      0.65951      0.71016E-01  0.55934E-02 -0.42271E-02   3.8053       3.8052     -0.26136E-01  0.62487E-02  0.26549E-10   1.16872    
          24 -0.92583E-01 -0.74262      0.54477     -0.36359E-02  0.30958E-01   3.5723       3.5196      0.39474     -0.46801      0.24680E-10   1.16943    
          25  0.13591      0.20140     -0.33038     -0.44642E-02  0.29845E-01   3.8738       3.8215      0.61797      0.14739      0.16766E-10   1.16793    
          26 -0.16444E-02  -1.4321      0.87927E-01 -0.89907E-02 -0.17369E-01   3.6906       3.6843     -0.47331E-01 -0.21171      0.86740E-11   1.16992    
          27 -0.40808      0.76902      0.14634     -0.93880E-03 -0.54395E-01   4.1647       4.0288      0.78194      0.71057      0.35701E-10   1.17062    
          28  0.55567E-02  0.84015     -0.17244     -0.55707E-02 -0.11453E-01   3.4932       3.4274     -0.23018     -0.63439      0.22958E-10   1.17046    
          29  0.26367     -0.50302     -0.20289      0.93655E-02 -0.31093E-01   4.1183       4.0693      0.18681      0.60560      0.14977E-10   1.16835    
          30 -0.49308      0.30758      0.24744      0.95868E-04 -0.37454E-01   4.0389       3.9831     -0.48628      0.46067      0.16478E-10   1.16948    
          31  0.47745     -0.33904     -0.14744     -0.46714E-03 -0.25398E-01   3.4433       3.3061     -0.60059     -0.75260      0.29378E-10   1.16912    
          32 -0.26510      0.46945     -0.24459E-01 -0.10610E-01  0.23042E-01   4.2929       4.0866      0.92427      0.93573      0.10379E-10   1.16928    
          33  0.32130     -0.52324      0.29404      0.10315E-01  0.55332E-01   3.9782       3.9588      0.20918      0.33738      0.15715E-10   1.16631    
          34 -0.46117      0.22366     -0.35492      0.15599E-02 -0.57721E-01   4.2158       4.0987      0.58188      0.79901      0.79022E-11   1.16975    
          35  0.44225       1.1394     -0.14982     -0.26306E-03  0.11717E-01   3.5324       3.4829     -0.20233     -0.55309      0.18465E-10   1.16886    
          36 -0.23021       1.4153     -0.43859      0.16479E-02  0.76801E-02   3.7444       3.6979      0.57677     -0.11351      0.17615E-10   1.16948    
          37  0.22579      0.12906     -0.26941      0.28648E-02  0.35000E-04   3.4987       3.4048      0.50167     -0.62975      0.25564E-10   1.16826    
          38  0.35824      0.52119     -0.10904      0.85293E-02  0.23581E-01   3.6677       3.6573     -0.51314E-03 -0.27638      0.14124E-10   1.16805    
          39 -0.10999     -0.44148      0.71348E-01  0.98869E-02 -0.43511E-01   3.5387       3.4198     -0.71957     -0.55832      0.19976E-10   1.16649    
          40 -0.93343E-01   1.4037      0.11031     -0.51384E-02 -0.15835E-02   4.1702       4.0607      0.62568      0.71411      0.29683E-10   1.16911    
          41 -0.72107E-01 -0.72289     -0.33541     -0.80610E-02  0.72257E-02   3.9684       3.8631      0.84311      0.33733      0.16208E-10   1.16898    
          42  0.16089     -0.80114     -0.11698     -0.36618E-02 -0.51181E-01   4.2656       4.0521      0.98642      0.89753      0.18086E-10   1.17116    
          43 -0.43278      -1.4222      0.44320E-01  0.32846E-02  0.36623E-01   3.7388       3.6773     -0.66605     -0.11834      0.93227E-11   1.17013    
          44  0.39019       1.3774      0.12554E-02 -0.84190E-02  0.50102E-01   3.6108       3.5878     -0.16521     -0.37550      0.20308E-10   1.16952    
          45  0.11312E-01  0.73747E-01 -0.54103     -0.60821E-02  0.58606E-01   4.0426       3.9077      0.92705      0.46522      0.24621E-10   1.16843    
          46 -0.37537E-01  0.95613     -0.16433     -0.66026E-02 -0.24513E-01   3.9394       3.8830     -0.60370      0.27815      0.48460E-11   1.17019    
          47 -0.12455      -1.4678      0.28696E-01  0.47942E-03 -0.32171E-01   3.5190       3.4464     -0.40253     -0.58684      0.14075E-10   1.16822    
          48 -0.29256      -1.4760     -0.34678     -0.63006E-02 -0.36554E-01   3.5234       3.4748     -0.13668     -0.56819      0.15181E-10   1.16971    
          49  0.33770      0.29866     -0.67983E-01  0.11541E-01  0.18976E-02   4.1712       4.1121     -0.26396E-01  0.69927      0.92652E-11   1.16827    
          50  0.12610      0.64687      0.30355      0.77036E-02 -0.31557E-01   3.4693       3.2973      0.82906     -0.69090      0.15960E-10   1.17035    
          51 -0.43325      0.65606      0.33426      0.50608E-02  0.42693E-01   3.5128       3.4604      0.73167E-01 -0.60172      0.28428E-10   1.16663    
          52  0.62036E-01  0.41720      0.22187     -0.29532E-02 -0.36997E-01   3.6313       3.5769      0.52998     -0.33517      0.10999E-10   1.17169    
          53  0.11137      0.58454      0.41729      0.42288E-02 -0.25381E-01   3.4496       3.3430      0.42906     -0.73556      0.30846E-10   1.16799    
          54 -0.14954      -1.3897      0.19532      0.85827E-02 -0.19883E-01   3.8432       3.8043      0.53990      0.81726E-01  0.27580E-10   1.16945    
          55 -0.25917     -0.30972     -0.37569      0.67887E-02 -0.36942E-01   3.4927       3.3870      0.56412     -0.64042      0.13263E-10   1.16930    
          56 -0.27261      -1.3234     -0.46543      0.20079E-02 -0.57971E-01   3.9393       3.8589      0.74125      0.28483      0.23082E-10   1.17197    
          57 -0.11913      0.98042      0.39341     -0.90726E-02  0.43150E-01   3.6004       3.5172     -0.66423     -0.39140      0.15001E-10   1.17208    
          58 -0.28026      0.58414     -0.52775     -0.36297E-02  0.24363E-01   3.9091       3.8559      0.60571      0.21651      0.17380E-10   1.16934    
          59 -0.23735      0.51882     -0.21490     -0.19737E-02 -0.48406E-03   3.9879       3.9473     -0.42966      0.37006      0.18627E-10   1.16810    
          60 -0.34762      -1.1307      0.40572      0.31476E-02 -0.20372E-01   3.9481       3.8368      0.88347      0.29348      0.94534E-11   1.17065    
          61 -0.17546     -0.54950      0.26552      0.15761E-02  0.32205E-01   3.6996       3.6784      0.33957     -0.20633      0.14638E-10   1.16856    
          62 -0.72996E-01   1.2165      0.20930      0.13252E-02  0.54228E-01   3.4466       3.3289      0.48813     -0.74963      0.16277E-10   1.16853    
          63 -0.14335      0.95396      0.94486E-01  0.27428E-02 -0.39459E-01   4.1303       4.0295     -0.65613      0.62681      0.37557E-11   1.16729    
          64 -0.41840     -0.60214      0.37876     -0.45448E-02 -0.37403E-01   3.4145       3.2912      0.42763     -0.80341      0.12411E-10   1.16848    
          65  0.20086     -0.83628     -0.20235      0.81107E-02 -0.58468E-01   4.1302       4.0439     -0.56937      0.62001      0.87585E-11   1.16745    
          66  0.38460       1.0416      0.38278      0.63476E-03 -0.16978E-01   3.9184       3.8947     -0.36314      0.23247      0.23319E-10   1.16997    
          67 -0.33114       1.2738     -0.16596      0.78981E-02 -0.47831E-01   3.7356       3.7322      0.98128E-01 -0.13461      0.17513E-10   1.16678    
          68  0.28841      -1.4593      0.11904      0.17526E-03 -0.48558E-02   3.9011       3.8172     -0.77949      0.19979      0.24905E-10   1.16810    
          69  0.26126      -1.0558      0.16558      0.73247E-02 -0.25263E-01   3.4807       3.3924      0.39839     -0.67038      0.28567E-10   1.16803    
          70 -0.30527      -1.3801      0.12833      0.32831E-03 -0.15836E-01   3.4056       3.3017      0.51066E-01 -0.83306      0.15448E-10   1.16933    
          71  0.27133     -0.73265     -0.34403     -0.52228E-02  0.12198E-01   3.4964       3.4395      0.45261E-01 -0.62695      0.24318E-10   1.17004    
          72  0.44657     -0.28902     -0.58257      0.68259E-02  0.78724E-02   3.5816       3.4568      0.81831     -0.45706      0.12067E-10   1.16691    
          73 -0.42508      0.40443E-01  0.43736      0.65182E-02 -0.14541E-01   3.6158       3.5021      0.81598     -0.37923      0.19472E-10   1.16973    
          74 -0.25416      -1.1542      0.21902      0.68058E-03  0.40931E-01   3.6082       3.5717      0.32593     -0.39632      0.31435E-10   1.16822    
          75  0.41728     -0.22238     -0.23493      0.87387E-02 -0.36161E-01   3.6492       3.5561     -0.75358     -0.32208      0.97215E-11   1.16856    
          76 -0.44797E-01 -0.73987      0.12978     -0.49943E-04  0.26656E-02   3.5530       3.5121      0.17253     -0.50968      0.11832E-10   1.16808    
          77  0.34510      0.51431E-01  0.20737     -0.23765E-02  0.46722E-01   4.1705       4.0901     -0.39088      0.71663      0.19313E-10   1.17112    
          78  0.25849      0.36795     -0.36679E-01  0.74983E-02 -0.35384E-01   3.4712       3.3076      0.80007     -0.68583      0.17575E-10   1.16935    
          79 -0.25322E-01  0.52484      0.11394      0.95420E-02  0.36461E-01   3.4667       3.2950     -0.82202     -0.69725      0.11205E-10   1.16981    
          80  0.10473       1.3176      0.13516      0.90132E-03  0.83959E-02   3.4439       3.3505      0.27050     -0.74910      0.12843E-10   1.16932    
          81  0.37996     -0.64700     -0.54454      0.34472E-02 -0.15400E-01   3.8102       3.7906     -0.38659      0.16905E-01  0.12808E-10   1.16876    
