# z strain profile [mm, 1e-3]: z, e_11, e_22, e_33 , e_23, e_13, e_12, px,	py,	pz
3.19192	0.13269	0.13269	-0.103204	0	0	0	0	0	0
3.23232	0.0630203	0.0630203	-0.0490158	0	0	0	0	0	0
3.27273	-0.015506	-0.015506	0.0120603	0	0	0	0	0	0
3.31313	-0.103571	-0.103571	0.0805553	0	0	0	0	0	0
3.35354	-0.201857	-0.201857	0.157	0	0	0	0	0	0
3.39394	-0.311046	-0.311046	0.241925	0	0	0	0	0	0
3.43434	-0.43182	-0.43182	0.33586	0	0	0	0	0	0
3.47475	-0.564862	-0.564862	0.439337	0	0	0	0	0	0
3.51515	-0.710736	-0.710736	0.552794	0	0	0	0	0	0
3.55556	-0.864684	-0.864684	0.672532	0	0	0	0	0	0
3.59596	-1.01456	-1.01456	0.789105	0	0	0	0	0	0
3.63636	-1.14769	-1.14769	0.892647	0	0	0	0	0	0
3.67677	-1.25137	-1.25137	0.973289	0	0	0	0	0	0
3.71717	-1.31317	-1.31317	1.02136	0	0	0	0	0	0
3.75758	-1.32899	-1.32899	1.03366	0	0	0	0	0	0
3.79798	-1.30488	-1.30488	1.0149	0	0	0	0	0	0
3.83838	-1.24747	-1.24747	0.970258	0	0	0	0	0	0
3.87879	-1.16345	-1.16345	0.904905	0	0	0	0	0	0
3.91919	-1.05945	-1.05945	0.82402	0	0	0	0	0	0
3.9596	-0.942146	-0.942146	0.73278	0	0	0	0	0	0
4	-0.818182	-0.818182	0.636364	0	0	0	0	0	0
