-6.591	68.4895	2.21045
-6.39193	131.28779	2.9529
-6.19196	228.67617	3.75377
-5.991	351.90815	4.59253
-5.791	519.18437	3.18795
-5.592	699.54634	8.90049
-5.392	939.62329	10.32454
-5.192	1131.10249	11.26867
-4.991	1349.38599	12.29834
-4.79141	1510.94443	12.98182
-4.59	1637.68926	13.51979
-4.391	1684.85011	13.77274
-4.191	1723.6771	13.91046
-3.992	1677.12151	13.76899
-3.792	1616.25577	13.54595
-3.289	1356.65516	12.519
-2.792	1104.05571	11.37297
-2.28896	921.83559	10.42321
-1.791	761.02213	9.66771
-1.289	637.28581	8.81633
-0.791	528.58011	8.12243
-0.29	454.52272	7.57189
0.209	383.69206	6.98749
0.711	313.66466	6.30381
1.20904	260.07962	5.76188
1.41	236.87804	5.61861
1.609	237.50788	5.58666
1.809	206.54879	5.23355
2.008	203.60568	5.1563
2.209	187.9807	5.03614
2.409	179.68074	5.08351
2.6081	165.69186	4.74928
2.809	151.81421	4.58833
3.008	145.54549	4.47901
3.20703	141.34423	4.36732
3.408	129.80447	4.30523
3.609	122.81762	3.99223
3.809	109.80859	4.12245
4.009	96.34688	3.77419
4.21	90.76781	3.65846
4.408	70.86136	2.40827
4.608	58.10562	2.24867
4.808	43.47235	1.92036
5.008	35.84122	1.80062
5.21	23.77359	1.27966
5.409	15.20937	1.33795
5.609	9.93862	1.07381
5.80808	4.97963	0.82146
6.008	4.42918	0.58243
