0.5	8.750677
0.6	9.975737
0.7	11.89867
0.8	15.35038
0.9	21.82527
1	33.469
1.1	47.2099
1.2	58.70596
1.3	68.0424
1.4	74.74271
1.5	79.04395
1.6	80.85437
1.7	83.62476
1.8	84.92071
1.9	85.37057
2	86.12905
2.1	86.32972
2.2	87.02807
2.3	87.70078
2.4	88.64182
2.5	88.95811
2.6	89.40498
2.7	89.43008
2.8	89.51641
2.9	89.09542
3	90.4946
3.1	90.30968
3.2	90.28345
3.3	90.62112
3.4	90.67825
3.5	90.37809
3.6	91.23264
3.7	91.29083
3.8	91.42645
3.9	91.27978
4	91.09649
4.1	91.40899
4.2	92.11691
4.3	91.6122
4.4	92.10339
4.5	92.01858
4.6	91.41786
4.7	91.35374
4.8	91.91516
4.9	91.82697
5	91.8593
5.1	92.30037
5.2	92.53065
5.3	92.73447
5.4	93.93593
5.5	94.573
5.6	93.42776
5.7	93.17891
5.8	92.80521
5.9	91.73003
6	90.55836
6.1	91.0853
6.2	91.46716
6.3	92.5798
6.4	92.99965
6.5	93.44453
