0.55	123.16
0.65	120
0.75	122.99
0.85	102.01
0.95	99.497
1.05	103.91
1.15	110.77
1.25	122.07
1.35	133.18
1.45	148.83
1.55	161.15
1.65	173.69
1.75	179.85
1.85	184.04
1.95	179.37
2.05	173.22
2.15	174.16
2.25	167.21
2.35	156.99
2.45	147.26
2.55	136.97
2.65	127.13
2.75	114.8
2.85	104.47
2.95	96.934
3.05	87.353
3.15	81.842
3.25	77.935
3.35	73.329
3.45	68.459
3.55	64.565
3.65	59.198
3.75	56.226
3.85	52.534
3.95	48.014
4.05	45.198
4.15	42.977
4.25	39.701
4.35	37.713
4.45	33.901
4.55	31.538
4.65	28.269
4.75	25.86
4.85	22.85
4.95	20.866
5.05	18.999
5.15	17.792
5.25	15.899
5.35	15.144
5.45	14.522
